Entity,Year,Cost of a healthy diet,gdp,population,Region,bmi,row_added,imputed_from,values_imputed
Cuba,2022,4.966,15360.407379999999,10463880,America,29.935613999999998,True,"Cost of a healthy diet:NEI[Jamaica,Bahamas,Haiti,Dominican Republic,Honduras]|gdp:NEI[Jamaica,Bahamas,Haiti,Dominican Republic,Honduras]|population:NEI[Jamaica,Bahamas,Haiti,Dominican Republic,Honduras]|bmi:NEI[Jamaica,Bahamas,Haiti,Dominican Republic,Honduras]",True
Cuba,2023,5.292,15652.039440000002,10644853,America,29.935613999999998,True,"Cost of a healthy diet:NEI[Jamaica,Bahamas,Haiti,Dominican Republic,Honduras]|gdp:NEI[Jamaica,Bahamas,Haiti,Dominican Republic,Honduras]|population:NEI[Jamaica,Bahamas,Haiti,Dominican Republic,Honduras]|bmi:GLB",True
Curacao,2017,2.95,29729.102,168525,America,28.227119969298247,False,bmi:REG[America],True
Curacao,2018,3.13,29256.814,181590,America,28.836340578947365,False,bmi:REG[America],True
Curacao,2019,3.35,28659.656,189555,America,29.55908851666667,False,bmi:REG[America],True
Curacao,2020,3.65,23751.498,185029,America,30.303511962280698,False,bmi:REG[America],True
Curacao,2021,4.0,25163.867,185324,America,31.056122609649123,False,bmi:REG[America],True
Curacao,2022,4.44,27587.244,185350,America,31.821601441228076,False,bmi:REG[America],True
Curacao,2023,5.01,27675.572,185437,America,31.821601441228076,False,bmi:GLB,True
Cyprus,2017,2.89,42128.566,1254274,Asia,23.56579,False,,False
Cyprus,2018,2.93,44227.91,1270743,Asia,23.8538,False,,False
Cyprus,2019,3.04,46195.594,1286669,Asia,24.14631,False,,False
Cyprus,2020,3.14,44203.89,1302250,Asia,24.4562,False,,False
Cyprus,2021,3.1,48781.277,1317311,Asia,24.78185,False,,False
Cyprus,2022,3.44,51588.445,1331376,Asia,25.10993,False,,False
Cyprus,2023,3.65,52190.875,1344981,Asia,25.10993,False,bmi:GLB,True
Czechia,2017,2.81,45177.523,10541343,Europe,28.36891,False,,False
Czechia,2018,2.83,46301.082,10548934,Europe,28.96456,False,,False
Czechia,2019,2.97,47763.617,10554872,Europe,29.56058,False,,False
Czechia,2020,3.0,45119.938,10550129,Europe,30.16053,False,,False
Czechia,2021,2.9,47796.035,10530683,Europe,30.75134,False,,False
Czechia,2022,3.36,48390.66,10673216,Europe,31.29533,False,,False
Czechia,2023,3.65,47509.523,10809722,Europe,31.29533,False,bmi:GLB,True
Democratic Republic of Congo,2017,4.27,1253.1874,87083400,Africa,4.5925,False,,False
Democratic Republic of Congo,2018,3.47,1282.4823,90047647,Africa,4.79826,False,,False
Democratic Republic of Congo,2019,3.45,1296.9476,92947450,Africa,5.01832,False,,False
Democratic Republic of Congo,2020,3.21,1277.6328,95990000,Africa,5.2523,False,,False
Democratic Republic of Congo,2021,3.11,1313.6182,99148930,Africa,5.50006,False,,False
Democratic Republic of Congo,2022,3.38,1385.4647,102396974,Africa,5.76078,False,,False
Democratic Republic of Congo,2023,3.55,1456.4824,105789733,Africa,5.76078,False,bmi:GLB,True
Denmark,2017,2.2,64815.73,5765164,Europe,13.93698,False,,False
Denmark,2018,2.26,65694.76,5793824,Europe,13.99919,False,,False
Denmark,2019,2.34,66580.19,5814618,Europe,14.06424,False,,False
Denmark,2020,2.41,65204.55,5831529,Europe,14.13622,False,,False
Denmark,2021,2.49,69715.18,5856774,Europe,14.21624,False,,False
Denmark,2022,2.72,70233.64,5902901,Europe,14.30341,False,,False
Denmark,2023,2.94,71454.52,5948134,Europe,14.30341,False,bmi:GLB,True
Djibouti,2017,2.97,5421.9565,1054844,Africa,8.45987,False,,False
Djibouti,2018,3.0,5590.5044,1071886,Africa,8.8945,False,,False
Djibouti,2019,3.1,5809.3047,1088710,Africa,9.3504,False,,False
Djibouti,2020,3.24,5791.4775,1105193,Africa,9.831,False,,False
Djibouti,2021,3.4,5960.108,1121251,Africa,10.33566,False,,False
Djibouti,2022,3.86,6180.68,1137101,Africa,10.86511,False,,False
Djibouti,2023,4.06,6545.1035,1152951,Africa,10.86511,False,bmi:GLB,True
Dominica,2017,4.28,16314.2295,68514,America,27.77472,False,,False
Dominica,2018,4.55,16877.125,68195,America,28.50125,False,,False
Dominica,2019,4.75,17619.434,67901,America,29.2372,False,,False
Dominica,2020,5.0,14919.531,67588,America,29.98219,False,,False
Dominica,2021,5.26,15808.975,67222,America,30.7331,False,,False
Dominica,2022,5.69,17550.8,66847,America,31.50258,False,,False
Dominica,2023,6.08,18278.225,66531,America,31.50258,False,bmi:GLB,True
Dominican Republic,2017,3.39,19501.875,10666846,America,25.21962,False,,False
Dominican Republic,2018,3.48,20662.848,10782048,America,25.97384,False,,False
Dominican Republic,2019,3.74,21451.287,10894043,America,26.74101,False,,False
Dominican Republic,2020,4.05,19545.41,11008298,America,27.52163,False,,False
Dominican Republic,2021,4.41,22053.459,11123480,America,28.31566,False,,False
Dominican Republic,2022,4.87,22986.959,11230734,America,29.12325,False,,False
Dominican Republic,2023,5.21,23282.49,11331269,America,29.12325,False,bmi:GLB,True
Ecuador,2017,2.5,14179.153,16759515,America,22.8519,False,,False
Ecuador,2018,2.54,14083.507,17049542,America,23.61672,False,,False
Ecuador,2019,2.63,13870.489,17340017,America,24.40306,False,,False
Ecuador,2020,2.77,12440.326,17546058,America,25.23245,False,,False
Ecuador,2021,2.91,13507.444,17682454,America,26.09272,False,,False
Ecuador,2022,3.2,14186.639,17823900,America,26.98363,False,,False
Ecuador,2023,3.44,14343.019,17980079,America,26.98363,False,bmi:GLB,True
Egypt,2017,3.81,14018.36,103696055,Africa,39.25935,False,,False
Egypt,2018,4.02,14488.209,105682092,Africa,40.03781,False,,False
Egypt,2019,3.98,15026.568,107553159,Africa,40.7968,False,,False
Egypt,2020,3.88,15309.236,109315118,Africa,41.54097,False,,False
Egypt,2021,4.01,15579.016,110957005,Africa,42.26823,False,,False
Egypt,2022,4.69,16360.391,112618252,Africa,42.98924,False,,False
Egypt,2023,5.96,16691.387,114535772,Africa,42.98924,False,bmi:GLB,True
El Salvador,2017,3.285,8552.5332,13077754,America,23.07237,True,"Cost of a healthy diet:NEI[Honduras,Guatemala]|gdp:NEI[Honduras,Guatemala]|population:NEI[Honduras,Guatemala]|bmi:NEI[Honduras,Guatemala]",True
El Salvador,2018,3.395,8705.826,13305448,America,23.799979999999998,True,"Cost of a healthy diet:NEI[Honduras,Guatemala]|gdp:NEI[Honduras,Guatemala]|population:NEI[Honduras,Guatemala]|bmi:NEI[Honduras,Guatemala]",True
El Salvador,2019,3.55,8865.1975,13523720,America,24.540480000000002,True,"Cost of a healthy diet:NEI[Honduras,Guatemala]|gdp:NEI[Honduras,Guatemala]|population:NEI[Honduras,Guatemala]|bmi:NEI[Honduras,Guatemala]",True
El Salvador,2020,3.755,8350.207,13738484,America,25.297285,True,"Cost of a healthy diet:NEI[Honduras,Guatemala]|gdp:NEI[Honduras,Guatemala]|population:NEI[Honduras,Guatemala]|bmi:NEI[Honduras,Guatemala]",True
El Salvador,2021,3.91,9014.061,13944266,America,26.07311,True,"Cost of a healthy diet:NEI[Honduras,Guatemala]|gdp:NEI[Honduras,Guatemala]|population:NEI[Honduras,Guatemala]|bmi:NEI[Honduras,Guatemala]",True
El Salvador,2022,4.355,9250.259,14155878,America,26.869335,True,"Cost of a healthy diet:NEI[Honduras,Guatemala]|gdp:NEI[Honduras,Guatemala]|population:NEI[Honduras,Guatemala]|bmi:NEI[Honduras,Guatemala]",True
El Salvador,2023,4.71,9426.414,14384847,America,26.869335,True,"Cost of a healthy diet:NEI[Honduras,Guatemala]|gdp:NEI[Honduras,Guatemala]|population:NEI[Honduras,Guatemala]|bmi:GLB",True
Equatorial Guinea,2017,3.7,22250.44,1562401,Africa,14.62189,False,,False
Equatorial Guinea,2018,3.77,20165.48,1616425,Africa,15.08635,False,,False
Equatorial Guinea,2019,3.81,18446.592,1670184,Africa,15.56521,False,,False
Equatorial Guinea,2020,3.93,17089.154,1716479,Africa,16.08392,False,,False
Equatorial Guinea,2021,4.08,16821.45,1758796,Africa,16.6247,False,,False
Equatorial Guinea,2022,4.43,16932.771,1803549,Africa,17.16117,False,,False
Equatorial Guinea,2023,4.62,15688.238,1847556,Africa,17.16117,False,bmi:GLB,True
Eritrea,2017,2.8333333333333335,3901.9343000000003,42714311,Africa,7.50113,True,"Cost of a healthy diet:NEI[Sudan,Ethiopia,Djibouti]|gdp:NEI[Sudan,Ethiopia,Djibouti]|population:NEI[Sudan,Ethiopia,Djibouti]|bmi:NEI[Sudan,Ethiopia,Djibouti]",True
Eritrea,2018,2.936666666666667,3906.1097999999997,44230597,Africa,7.871433333333333,True,"Cost of a healthy diet:NEI[Sudan,Ethiopia,Djibouti]|gdp:NEI[Sudan,Ethiopia,Djibouti]|population:NEI[Sudan,Ethiopia,Djibouti]|bmi:NEI[Sudan,Ethiopia,Djibouti]",True
Eritrea,2019,3.08,3957.5994666666666,45548179,Africa,8.265853333333334,True,"Cost of a healthy diet:NEI[Sudan,Ethiopia,Djibouti]|gdp:NEI[Sudan,Ethiopia,Djibouti]|population:NEI[Sudan,Ethiopia,Djibouti]|bmi:NEI[Sudan,Ethiopia,Djibouti]",True
Eritrea,2020,3.206666666666667,3903.0921000000003,46789237,Africa,8.68456,True,"Cost of a healthy diet:NEI[Sudan,Ethiopia,Djibouti]|gdp:NEI[Sudan,Ethiopia,Djibouti]|population:NEI[Sudan,Ethiopia,Djibouti]|bmi:NEI[Sudan,Ethiopia,Djibouti]",True
Eritrea,2021,3.436666666666667,3932.498866666667,48066930,Africa,9.125556666666666,True,"Cost of a healthy diet:NEI[Sudan,Ethiopia,Djibouti]|gdp:NEI[Sudan,Ethiopia,Djibouti]|population:NEI[Sudan,Ethiopia,Djibouti]|bmi:NEI[Sudan,Ethiopia,Djibouti]",True
Eritrea,2022,3.6333333333333333,3989.449966666667,49383344,Africa,9.589150000000002,True,"Cost of a healthy diet:NEI[Sudan,Ethiopia,Djibouti]|gdp:NEI[Sudan,Ethiopia,Djibouti]|population:NEI[Sudan,Ethiopia,Djibouti]|bmi:NEI[Sudan,Ethiopia,Djibouti]",True
Eritrea,2023,3.8033333333333332,3828.047233333333,50042800,Africa,9.589150000000002,True,"Cost of a healthy diet:NEI[Sudan,Ethiopia,Djibouti]|gdp:NEI[Sudan,Ethiopia,Djibouti]|population:NEI[Sudan,Ethiopia,Djibouti]|bmi:GLB",True
Estonia,2017,3.14,39939.457,1317430,Europe,25.41265,False,,False
Estonia,2018,3.21,41273.2,1321972,Europe,25.67401,False,,False
Estonia,2019,3.35,42652.535,1326822,Europe,25.93938,False,,False
Estonia,2020,3.43,41340.766,1329675,Europe,26.19586,False,,False
Estonia,2021,3.34,44251.54,1331750,Europe,26.428,False,,False
Estonia,2022,3.76,43690.414,1350093,Europe,26.67095,False,,False
Estonia,2023,4.21,41706.52,1367195,Europe,26.67095,False,bmi:GLB,True
Eswatini,2017,3.36,9696.552,1158198,Africa,23.01352,False,,False
Eswatini,2018,3.31,9632.162,1168933,Africa,23.8697,False,,False
Eswatini,2019,3.33,10123.316,1179885,Africa,24.7486,False,,False
Eswatini,2020,3.41,9727.514,1192734,Africa,25.61458,False,,False
Eswatini,2021,3.62,9946.041,1206598,Africa,26.46157,False,,False
Eswatini,2022,3.96,9955.709,1218921,Africa,27.31483,False,,False
Eswatini,2023,4.09,10201.638,1230507,Africa,27.31483,False,bmi:GLB,True
Ethiopia,2017,2.94,2222.8281,109666482,Africa,1.6931,False,,False
Ethiopia,2018,3.04,2311.165,112664157,Africa,1.81366,False,,False
Ethiopia,2019,3.27,2437.9705,115737384,Africa,1.94416,False,,False
Ethiopia,2020,3.52,2516.549,118917670,Africa,2.08556,False,,False
Ethiopia,2021,3.88,2588.413,122138588,Africa,2.23925,False,,False
Ethiopia,2022,4.29,2655.5928,125384285,Africa,2.40611,False,,False
Ethiopia,2023,4.41,2757.9592,128691695,Africa,2.40611,False,bmi:GLB,True
Falkland Islands,2017,3.3560000000000003,22190.696399999997,11344591,America,29.249792000000003,True,"Cost of a healthy diet:NEI[Chile,Argentina,Uruguay,Paraguay,Bolivia]|gdp:NEI[Chile,Argentina,Uruguay,Paraguay,Bolivia]|population:NEI[Chile,Argentina,Uruguay,Paraguay,Bolivia]|bmi:NEI[Chile,Argentina,Uruguay,Paraguay,Bolivia]",True
Falkland Islands,2018,3.4387999999999996,20816.86564,11508370,America,29.522332,True,"Cost of a healthy diet:NEI[Chile,Argentina,Uruguay,Paraguay,Bolivia]|gdp:NEI[Chile,Argentina,Uruguay,Paraguay,Bolivia]|population:NEI[Chile,Argentina,Uruguay,Paraguay,Bolivia]|bmi:NEI[Chile,Argentina,Uruguay,Paraguay,Bolivia]",True
Falkland Islands,2019,3.5460000000000003,20769.303959999997,11671386,America,30.443528800000003,True,"Cost of a healthy diet:NEI[Chile,Argentina,Uruguay,Paraguay,Bolivia]|gdp:NEI[Chile,Argentina,Uruguay,Paraguay,Bolivia]|population:NEI[Chile,Argentina,Uruguay,Paraguay,Bolivia]|bmi:NEI[Chile,Argentina,Uruguay,Paraguay,Bolivia]",True
Falkland Islands,2020,3.6876000000000007,19420.1528,11816301,America,31.3878104,True,"Cost of a healthy diet:NEI[Chile,Argentina,Uruguay,Paraguay,Bolivia]|gdp:NEI[Chile,Argentina,Uruguay,Paraguay,Bolivia]|population:NEI[Chile,Argentina,Uruguay,Paraguay,Bolivia]|bmi:NEI[Chile,Argentina,Uruguay,Paraguay,Bolivia]",True
Falkland Islands,2021,3.8620000000000005,20734.732200000002,11937369,America,32.349486,True,"Cost of a healthy diet:NEI[Chile,Argentina,Uruguay,Paraguay,Bolivia]|gdp:NEI[Chile,Argentina,Uruguay,Paraguay,Bolivia]|population:NEI[Chile,Argentina,Uruguay,Paraguay,Bolivia]|bmi:NEI[Chile,Argentina,Uruguay,Paraguay,Bolivia]",True
Falkland Islands,2022,4.306,21217.77016,12077156,America,33.328953600000006,True,"Cost of a healthy diet:NEI[Chile,Argentina,Uruguay,Paraguay,Bolivia]|gdp:NEI[Chile,Argentina,Uruguay,Paraguay,Bolivia]|population:NEI[Chile,Argentina,Uruguay,Paraguay,Bolivia]|bmi:NEI[Chile,Argentina,Uruguay,Paraguay,Bolivia]",True
Falkland Islands,2023,4.6484000000000005,21473.51008,12244161,America,33.328953600000006,True,"Cost of a healthy diet:NEI[Chile,Argentina,Uruguay,Paraguay,Bolivia]|gdp:NEI[Chile,Argentina,Uruguay,Paraguay,Bolivia]|population:NEI[Chile,Argentina,Uruguay,Paraguay,Bolivia]|bmi:GLB",True
Fiji,2017,3.2,13090.501,918762,Oceania,30.41922,False,,False
Fiji,2018,3.27,13612.952,917185,Oceania,31.09575,False,,False
Fiji,2019,3.41,13567.474,914906,Oceania,31.78068,False,,False
Fiji,2020,3.48,11254.97,914971,Oceania,32.47163,False,,False
Fiji,2021,3.81,10685.197,916718,Oceania,33.162,False,,False
Fiji,2022,4.18,12762.347,919428,Oceania,33.84237,False,,False
Fiji,2023,4.58,13652.491,924150,Oceania,33.84237,False,bmi:GLB,True
Finland,2017,2.53,55637.227,5508398,Europe,22.70241,False,,False
Finland,2018,2.61,56226.336,5515730,Europe,22.89806,False,,False
Finland,2019,2.72,56922.49,5521754,Europe,23.09244,False,,False
Finland,2020,2.81,55424.86,5529616,Europe,23.29123,False,,False
Finland,2021,2.87,56790.375,5541069,Europe,23.49279,False,,False
Finland,2022,3.25,57068.305,5569300,Europe,23.70109,False,,False
Finland,2023,3.52,56246.44,5601185,Europe,23.70109,False,bmi:GLB,True
France,2017,2.58,51895.566,65284775,Europe,12.03919,False,,False
France,2018,2.66,52560.953,65519537,Europe,11.80686,False,,False
France,2019,2.83,53448.555,65729460,Europe,11.57636,False,,False
France,2020,2.94,49311.332,65905273,Europe,11.35404,False,,False
France,2021,2.96,52517.336,66083547,Europe,11.13644,False,,False
France,2022,3.32,53691.617,66277412,Europe,10.92481,False,,False
France,2023,3.67,54017.875,66438828,Europe,10.92481,False,bmi:GLB,True
Gabon,2017,3.24,19555.707,2156902,Africa,16.62083,False,,False
Gabon,2018,3.31,19225.598,2212320,Africa,17.25933,False,,False
Gabon,2019,3.44,19491.406,2267711,Africa,17.91805,False,,False
Gabon,2020,3.6,18681.484,2322538,Africa,18.59753,False,,False
Gabon,2021,3.81,18523.58,2376729,Africa,19.29325,False,,False
Gabon,2022,4.18,18662.049,2430750,Africa,20.00162,False,,False
Gabon,2023,4.45,18702.691,2484790,Africa,20.00162,False,bmi:GLB,True
Gambia,2017,2.69,2533.1868,2342191,Africa,10.39007,False,,False
Gambia,2018,2.86,2651.4329,2399633,Africa,10.91117,False,,False
Gambia,2019,2.98,2750.8213,2456847,Africa,11.45585,False,,False
Gambia,2020,3.18,2702.319,2515744,Africa,12.02449,False,,False
Gambia,2021,3.45,2777.7961,2576015,Africa,12.61192,False,,False
Gambia,2022,3.81,2863.1804,2636472,Africa,13.21974,False,,False
Gambia,2023,4.13,2932.2805,2697846,Africa,13.21974,False,bmi:GLB,True
Georgia,2017,2.9550000000000005,24331.31275,46526088,Asia,26.422457499999997,True,"Cost of a healthy diet:NEI[Russia,Armenia,Turkey,Azerbaijan]|gdp:NEI[Russia,Armenia,Turkey,Azerbaijan]|population:NEI[Russia,Armenia,Turkey,Azerbaijan]|bmi:NEI[Russia,Armenia,Turkey,Azerbaijan]",True
Georgia,2018,3.0324999999999998,24915.263,47227874,Asia,27.0276,True,"Cost of a healthy diet:NEI[Russia,Armenia,Turkey,Azerbaijan]|gdp:NEI[Russia,Armenia,Turkey,Azerbaijan]|population:NEI[Russia,Armenia,Turkey,Azerbaijan]|bmi:NEI[Russia,Armenia,Turkey,Azerbaijan]",True
Georgia,2019,3.2175,25442.05625,47734076,Asia,27.6394475,True,"Cost of a healthy diet:NEI[Russia,Armenia,Turkey,Azerbaijan]|gdp:NEI[Russia,Armenia,Turkey,Azerbaijan]|population:NEI[Russia,Armenia,Turkey,Azerbaijan]|bmi:NEI[Russia,Armenia,Turkey,Azerbaijan]",True
Georgia,2020,3.28,24733.480750000002,48136714,Asia,28.23828,True,"Cost of a healthy diet:NEI[Russia,Armenia,Turkey,Azerbaijan]|gdp:NEI[Russia,Armenia,Turkey,Azerbaijan]|population:NEI[Russia,Armenia,Turkey,Azerbaijan]|bmi:NEI[Russia,Armenia,Turkey,Azerbaijan]",True
Georgia,2021,3.4575000000000005,26502.444,48460313,Asia,28.823075,True,"Cost of a healthy diet:NEI[Russia,Armenia,Turkey,Azerbaijan]|gdp:NEI[Russia,Armenia,Turkey,Azerbaijan]|population:NEI[Russia,Armenia,Turkey,Azerbaijan]|bmi:NEI[Russia,Armenia,Turkey,Azerbaijan]",True
Georgia,2022,3.93,27475.059,48676888,Asia,29.4189725,True,"Cost of a healthy diet:NEI[Russia,Armenia,Turkey,Azerbaijan]|gdp:NEI[Russia,Armenia,Turkey,Azerbaijan]|population:NEI[Russia,Armenia,Turkey,Azerbaijan]|bmi:NEI[Russia,Armenia,Turkey,Azerbaijan]",True
Georgia,2023,4.07,28720.84125,48794356,Asia,29.4189725,True,"Cost of a healthy diet:NEI[Russia,Armenia,Turkey,Azerbaijan]|gdp:NEI[Russia,Armenia,Turkey,Azerbaijan]|population:NEI[Russia,Armenia,Turkey,Azerbaijan]|bmi:GLB",True
Germany,2017,2.64,61991.496,83104010,Europe,23.97949,False,,False
Germany,2018,2.77,62495.5,83368507,Europe,24.00245,False,,False
Germany,2019,2.87,62970.715,83559184,Europe,24.02678,False,,False
Germany,2020,2.97,60342.664,83628711,Europe,24.0571,False,,False
Germany,2021,3.1,62530.766,83697080,Europe,24.09893,False,,False
Germany,2022,3.54,62931.97,84086227,Europe,24.16192,False,,False
Germany,2023,3.89,62686.54,84548233,Europe,24.16192,False,bmi:GLB,True
Ghana,2017,3.54,5993.631,30008364,Africa,10.47071,False,,False
Ghana,2018,3.51,6234.512,30637592,Africa,10.782,False,,False
Ghana,2019,3.48,6508.2466,31258943,Africa,11.10313,False,,False
Ghana,2020,3.46,6412.6855,31887802,Africa,11.43054,False,,False
Ghana,2021,3.5,6607.503,32518662,Africa,11.76499,False,,False
Ghana,2022,3.83,6728.454,33149152,Africa,12.10874,False,,False
Ghana,2023,4.29,6808.5376,33787916,Africa,12.10874,False,bmi:GLB,True
Greece,2017,2.93,31995.41,10753532,Europe,31.14925,False,,False
Greece,2018,2.99,32722.33,10730846,Europe,31.64887,False,,False
Greece,2019,3.1,33502.75,10718581,Europe,32.15176,False,,False
Greece,2020,3.13,30487.113,10699370,Europe,32.66149,False,,False
Greece,2021,3.25,33531.156,10579561,Europe,33.17493,False,,False
Greece,2022,3.73,35906.613,10412481,Europe,33.68205,False,,False
Greece,2023,4.16,36854.504,10242910,Europe,33.68205,False,bmi:GLB,True
Greenland,2017,3.15,51939.25166666667,36808498,America,36.93058333333333,True,"Cost of a healthy diet:NEI[Canada,United States,Bahamas]|gdp:NEI[Canada,United States,Bahamas]|population:NEI[Canada,United States,Bahamas]|bmi:NEI[Canada,United States,Bahamas]",True
Greenland,2018,3.18,52902.49933333333,37294996,America,37.392739999999996,True,"Cost of a healthy diet:NEI[Canada,United States,Bahamas]|gdp:NEI[Canada,United States,Bahamas]|population:NEI[Canada,United States,Bahamas]|bmi:NEI[Canada,United States,Bahamas]",True
Greenland,2019,3.1700000000000004,53299.601,37782934,America,37.853010000000005,True,"Cost of a healthy diet:NEI[Canada,United States,Bahamas]|gdp:NEI[Canada,United States,Bahamas]|population:NEI[Canada,United States,Bahamas]|bmi:NEI[Canada,United States,Bahamas]",True
Greenland,2020,3.266666666666667,49295.825000000004,38171903,America,38.32421333333334,True,"Cost of a healthy diet:NEI[Canada,United States,Bahamas]|gdp:NEI[Canada,United States,Bahamas]|population:NEI[Canada,United States,Bahamas]|bmi:NEI[Canada,United States,Bahamas]",True
Greenland,2021,3.3866666666666667,53122.399666666664,38454058,America,38.79784333333333,True,"Cost of a healthy diet:NEI[Canada,United States,Bahamas]|gdp:NEI[Canada,United States,Bahamas]|population:NEI[Canada,United States,Bahamas]|bmi:NEI[Canada,United States,Bahamas]",True
Greenland,2022,3.84,55114.37066666666,38821259,America,39.26583,True,"Cost of a healthy diet:NEI[Canada,United States,Bahamas]|gdp:NEI[Canada,United States,Bahamas]|population:NEI[Canada,United States,Bahamas]|bmi:NEI[Canada,United States,Bahamas]",True
Greenland,2023,4.093333333333333,55632.49,39299098,America,39.26583,True,"Cost of a healthy diet:NEI[Canada,United States,Bahamas]|gdp:NEI[Canada,United States,Bahamas]|population:NEI[Canada,United States,Bahamas]|bmi:GLB",True
Grenada,2017,4.43,16301.473,115448,America,26.73455,False,,False
Grenada,2018,4.5,16975.248,115703,America,27.47328,False,,False
Grenada,2019,4.44,17047.355,115995,America,28.21835,False,,False
Grenada,2020,4.51,14656.721,116353,America,28.96445,False,,False
Grenada,2021,4.59,15298.123,116696,America,29.72041,False,,False
Grenada,2022,5.11,16386.463,116928,America,30.49136,False,,False
Grenada,2023,5.58,17128.697,117094,America,30.49136,False,bmi:GLB,True
Guatemala,2017,2.88,11005.459,16567363,America,21.44647,False,,False
Guatemala,2018,3.13,11192.372,16845688,America,22.15826,False,,False
Guatemala,2019,3.45,11466.376,17103803,America,22.88822,False,,False
Guatemala,2020,3.74,11097.15,17357331,America,23.63658,False,,False
Guatemala,2021,4.01,11825.141,17598652,America,24.40594,False,,False
Guatemala,2022,4.43,12147.931,17847877,America,25.19955,False,,False
Guatemala,2023,4.78,12384.948,18124841,America,25.19955,False,bmi:GLB,True
Guinea,2017,2.59,3332.7659,12385668,Africa,6.36692,False,,False
Guinea,2018,2.84,3455.645,12704776,Africa,6.70139,False,,False
Guinea,2019,3.05,3557.4624,13034349,Africa,7.06064,False,,False
Guinea,2020,3.36,3630.9934,13371185,Africa,7.4448,False,,False
Guinea,2021,3.72,3738.8052,13710515,Africa,7.85353,False,,False
Guinea,2022,4.14,3792.0107,14055136,Africa,8.2886,False,,False
Guinea,2023,4.65,3904.824,14405469,Africa,8.2886,False,bmi:GLB,True
Guinea-Bissau,2017,3.01,2314.158,1877074,Africa,8.14253,False,,False
Guinea-Bissau,2018,3.04,2344.8694,1922167,Africa,8.49033,False,,False
Guinea-Bissau,2019,3.14,2418.104,1967704,Africa,8.85828,False,,False
Guinea-Bissau,2020,3.24,2413.6792,2013259,Africa,9.24726,False,,False
Guinea-Bissau,2021,3.45,2483.8506,2058841,Africa,9.65376,False,,False
Guinea-Bissau,2022,3.74,2564.424,2105535,Africa,10.07749,False,,False
Guinea-Bissau,2023,3.98,2619.4136,2153343,Africa,10.07749,False,bmi:GLB,True
Guyana,2017,4.62,12801.641,768483,America,24.35603,False,,False
Guyana,2018,4.79,12980.357,791563,America,24.93372,False,,False
Guyana,2019,5.06,13402.422,807668,America,25.61868,False,,False
Guyana,2020,5.41,19234.13,807486,America,26.45697,False,,False
Guyana,2021,5.9,22865.928,815484,America,27.21401,False,,False
Guyana,2022,6.37,37068.2,821638,America,27.99775,False,,False
Guyana,2023,6.64,49312.36,826357,America,27.99775,False,bmi:GLB,True
Haiti,2017,3.93,3474.347,10817759,America,8.80869,False,,False
Haiti,2018,4.05,3485.6968,10962373,America,9.07098,False,,False
Haiti,2019,4.28,3381.5847,11105165,America,9.34258,False,,False
Haiti,2020,4.57,3229.4756,11243846,America,9.62525,False,,False
Haiti,2021,4.88,3134.9502,11374592,America,9.91953,False,,False
Haiti,2022,5.3,3047.6519,11503603,America,10.22693,False,,False
Haiti,2023,5.53,2956.4622,11637402,America,10.22693,False,bmi:GLB,True
Honduras,2017,3.69,6099.6074,9588144,America,24.69827,False,,False
Honduras,2018,3.66,6219.28,9765209,America,25.4417,False,,False
Honduras,2019,3.65,6264.019,9943637,America,26.19274,False,,False
Honduras,2020,3.77,5603.264,10119638,America,26.95799,False,,False
Honduras,2021,3.81,6202.981,10289881,America,27.74028,False,,False
Honduras,2022,4.28,6352.587,10463880,America,28.53912,False,,False
Honduras,2023,4.64,6467.88,10644853,America,28.53912,False,bmi:GLB,True
Hong Kong,2017,3.33,65662.81,7444889,Asia,18.73771385666667,False,bmi:REG[Asia],True
Hong Kong,2018,3.44,66993.93,7471190,Asia,19.24271552,False,bmi:REG[Asia],True
Hong Kong,2019,3.78,65388.332,7485817,Asia,19.756384936666667,False,bmi:REG[Asia],True
Hong Kong,2020,4.04,61328.54,7490240,Asia,20.304584199999997,False,bmi:REG[Asia],True
Hong Kong,2021,4.2,65884.94,7484604,Asia,20.868552846666667,False,bmi:REG[Asia],True
Hong Kong,2022,4.65,64036.668,7465913,Asia,21.414003236666666,False,bmi:REG[Asia],True
Hong Kong,2023,4.77,64428.73,7442738,Asia,21.414003236666666,False,bmi:GLB,True
Hungary,2017,3.36,33828.715,9785608,Europe,32.60182,False,,False
Hungary,2018,3.45,35798.043,9774395,Europe,33.4127,False,,False
Hungary,2019,3.6,37662.676,9770346,Europe,34.24142,False,,False
Hungary,2020,3.69,36119.52,9749459,Europe,35.10341,False,,False
Hungary,2021,3.68,38887.19,9707848,Europe,35.95836,False,,False
Hungary,2022,4.46,40656.97,9684308,Europe,36.39898,False,,False
Hungary,2023,5.08,40368.59,9686465,Europe,36.39898,False,bmi:GLB,True
Iceland,2017,2.38,63999.16,343537,Europe,21.0519,False,,False
Iceland,2018,2.41,65354.26,352860,Europe,21.29185,False,,False
Iceland,2019,2.52,65122.754,360709,Europe,21.55821,False,,False
Iceland,2020,2.7,59627.242,366626,Europe,21.86269,False,,False
Iceland,2021,2.77,61610.215,372647,Europe,22.21003,False,,False
Iceland,2022,3.0,65475.41,380368,Europe,22.58658,False,,False
Iceland,2023,3.21,67177.2,387559,Europe,22.58658,False,bmi:GLB,True
